Date,Open,High,Low,Close,Adj Close,Volume
2021-04-08,407.929993,408.579987,406.929993,408.519989,393.640411,57863100
2021-04-09,408.390015,411.670013,408.260010,411.489990,396.502228,61104600
2021-04-12,410.850006,411.929993,410.200012,411.640015,396.646759,56704900
2021-04-13,411.529999,413.529999,411.119995,412.859985,397.822296,56551000
2021-04-14,412.829987,413.959991,410.869995,411.450012,396.463715,61659900
2021-04-15,413.739990,416.160004,413.690002,415.869995,400.722687,60229800
2021-04-16,417.250000,417.910004,415.730011,417.260010,402.062073,82037300
2021-04-19,416.260010,416.739990,413.790009,415.209991,400.086731,78498500
2021-04-20,413.910004,415.089996,410.589996,412.170013,397.157440,81851800
2021-04-21,411.510010,416.290009,411.359985,416.070007,400.915375,66793000
2021-04-22,415.890015,416.779999,411.130005,412.269989,397.253815,97582800
2021-04-23,412.869995,418.250000,412.790009,416.739990,401.560974,73209200
2021-04-26,417.440002,418.220001,416.809998,417.609985,402.399292,52182400
2021-04-27,417.929993,418.140015,416.299988,417.519989,402.312622,51303100
2021-04-28,417.809998,419.010010,416.899994,417.399994,402.196930,51238900
2021-04-29,420.320007,420.720001,416.440002,420.059998,404.760071,78544300
2021-04-30,417.630005,418.540009,416.339996,417.299988,402.100616,85527000
2021-05-03,419.429993,419.839996,417.670013,418.200012,402.967804,68128300
2021-05-04,416.070007,416.600006,411.670013,415.619995,400.481812,101591200
2021-05-05,417.380005,417.630005,415.149994,415.750000,400.607056,60162200
2021-05-06,415.829987,419.209991,413.679993,419.070007,403.806091,74321400
2021-05-07,419.890015,422.820007,419.160004,422.119995,406.745026,67733800
2021-05-10,422.500000,422.739990,417.809998,417.940002,402.717285,81852400
2021-05-11,413.100006,415.269989,410.059998,414.209991,399.123169,116888000
2021-05-12,411.230011,412.589996,404.000000,405.410004,390.643616,134811000
2021-05-13,407.070007,412.350006,407.019989,410.279999,395.336334,106394000
2021-05-14,413.209991,417.489990,413.179993,416.579987,401.406830,82201600
2021-05-17,415.390015,416.390015,413.359985,415.519989,400.385406,65129200
2021-05-18,415.799988,416.059998,411.769989,411.940002,396.935822,59810200
2021-05-19,406.920013,411.049988,405.329987,410.859985,395.895142,106467100
2021-05-20,411.799988,416.630005,411.670013,415.279999,400.154144,78022200
2021-05-21,416.869995,418.200012,414.450012,414.940002,399.826538,76578700
2021-05-24,417.339996,420.320007,417.079987,419.170013,403.902466,51376700
2021-05-25,420.329987,420.709991,417.619995,418.239990,403.006348,57451400
2021-05-26,418.869995,419.609985,417.760010,419.070007,403.806091,43088600
2021-05-27,420.170013,420.720001,418.989990,419.290009,404.018158,56707700
2021-05-28,420.970001,421.250000,419.790009,420.040009,404.740814,58520200
2021-06-01,422.570007,422.720001,419.200012,419.670013,404.384308,54216600
2021-06-02,420.369995,421.230011,419.290009,420.329987,405.020264,49097100
2021-06-03,417.850006,419.989990,416.279999,418.769989,403.516968,58138800
2021-06-04,420.750000,422.920013,418.839996,422.600006,407.207520,55938800
2021-06-07,422.589996,422.779999,421.190002,422.190002,406.812500,51555000
2021-06-08,423.109985,423.209991,420.320007,422.279999,406.899261,47134300
2021-06-09,423.179993,423.260010,421.410004,421.649994,406.292145,48436300
2021-06-10,422.959991,424.630005,421.549988,423.609985,408.180725,51020100
2021-06-11,424.200012,424.429993,422.820007,424.309998,408.855255,45570800
2021-06-14,424.429993,425.369995,423.100006,425.260010,409.770630,42358500
2021-06-15,425.420013,425.459991,423.540009,424.480011,409.019135,51508500
2021-06-16,424.630005,424.869995,419.920013,422.109985,406.735382,80386100
2021-06-17,421.670013,423.019989,419.320007,421.970001,406.600525,90949700
2021-06-18,417.089996,417.829987,414.700012,414.920013,401.115326,118676300
2021-06-21,416.799988,421.059998,415.929993,420.859985,406.857635,72822000
2021-06-22,420.850006,424.000000,420.079987,423.109985,409.032776,57700300
2021-06-23,423.190002,424.049988,422.510010,422.600006,408.539703,49445400
2021-06-24,424.890015,425.549988,424.619995,425.100006,410.956573,45110300
2021-06-25,425.899994,427.089996,425.549988,426.609985,412.416351,58129500
2021-06-28,427.170013,427.649994,425.890015,427.470001,413.247772,53159600
2021-06-29,427.880005,428.559998,427.130005,427.700012,413.470093,35970500
2021-06-30,427.209991,428.779999,427.179993,428.059998,413.818054,64827900
2021-07-01,428.869995,430.600006,428.799988,430.429993,416.109253,53441000
2021-07-02,431.670013,434.100006,430.519989,433.720001,419.289795,57697700
2021-07-06,433.779999,434.010010,430.010010,432.929993,418.526062,68710400
2021-07-07,433.660004,434.760010,431.510010,434.459991,420.005157,63549500
2021-07-08,428.779999,431.730011,427.519989,430.920013,416.582977,97595200
2021-07-09,432.529999,435.839996,430.709991,435.519989,421.029877,76238600
2021-07-12,435.429993,437.350006,434.970001,437.079987,422.537994,52889600
2021-07-13,436.239990,437.839996,435.309998,435.589996,421.097595,52911300
2021-07-14,437.399994,437.920013,434.910004,436.239990,421.725891,64130400
2021-07-15,434.809998,435.529999,432.720001,434.750000,420.285553,55126400
2021-07-16,436.010010,436.059998,430.920013,431.339996,416.989014,75874700
2021-07-19,426.190002,431.410004,421.970001,424.970001,410.830963,147987000
2021-07-20,425.679993,432.420013,424.829987,431.059998,416.718292,99608200
2021-07-21,432.339996,434.700012,431.010010,434.549988,420.092102,64724400
2021-07-22,434.739990,435.720001,433.690002,435.459991,420.971893,47878500
2021-07-23,437.519989,440.299988,436.790009,439.940002,425.302917,63766600
2021-07-26,439.309998,441.029999,439.260010,441.019989,426.346924,43719200
2021-07-27,439.910004,439.940002,435.989990,439.010010,424.403839,67397100
2021-07-28,439.679993,440.299988,437.309998,438.829987,424.229736,52472400
2021-07-29,439.820007,441.799988,439.809998,440.649994,425.989227,47435300
2021-07-30,437.910004,440.059998,437.769989,438.510010,423.920410,68951200
2021-08-02,440.339996,440.929993,437.209991,437.589996,423.031036,58783300
2021-08-03,438.440002,441.279999,436.100006,441.149994,426.472626,58053900
2021-08-04,439.779999,441.119995,438.730011,438.980011,424.374786,46732200
2021-08-05,440.220001,441.850006,439.880005,441.760010,427.062286,38969700
2021-08-06,442.100006,442.940002,441.799988,442.489990,427.767944,46930000
2021-08-09,442.459991,442.799988,441.309998,442.130005,427.419983,41222600
2021-08-10,442.609985,443.440002,441.880005,442.679993,427.951660,43339300
2021-08-11,443.820007,443.880005,442.619995,443.779999,429.015076,44034300
2021-08-12,443.619995,445.260010,442.660004,445.109985,430.300751,38909400
2021-08-13,445.589996,445.940002,445.070007,445.920013,431.083893,39470300
2021-08-16,444.529999,447.109985,442.869995,446.970001,432.098938,73740000
2021-08-17,444.239990,444.959991,440.850006,444.040009,429.266418,92673900
2021-08-18,442.959991,444.630005,438.920013,439.179993,424.568146,89351900
2021-08-19,436.269989,441.140015,436.119995,439.859985,425.225494,92812200
2021-08-20,440.230011,443.709991,439.709991,443.359985,428.609070,72008700
2021-08-23,445.160004,448.230011,443.440002,447.260010,432.379303,54973000
2021-08-24,447.970001,448.540009,447.420013,447.970001,433.065674,38744700
2021-08-25,448.170013,449.459991,447.769989,448.910004,433.974426,40529700
2021-08-26,448.609985,448.859985,446.160004,446.260010,431.412567,57829600
2021-08-27,447.119995,450.649994,447.059998,450.250000,435.269806,77235100
2021-08-30,450.970001,453.070007,450.709991,452.230011,437.183960,48357400
2021-08-31,452.130005,452.489990,450.920013,451.559998,436.536224,59300200
2021-09-01,452.559998,453.109985,451.549988,451.799988,436.768219,48721400
2021-09-02,453.320007,454.049988,451.910004,453.190002,438.112000,42501000
2021-09-03,451.980011,453.630005,451.549988,453.079987,438.005676,47170500
2021-09-07,452.709991,452.809998,450.739990,451.459991,436.439606,51671500
2021-09-08,450.890015,451.670013,448.859985,450.910004,435.907867,56181900
2021-09-09,450.700012,452.570007,448.720001,448.980011,434.042084,57970400
2021-09-10,451.040009,451.489990,445.309998,445.440002,430.619843,89948200
2021-09-13,448.640015,448.920013,444.109985,446.579987,431.721924,83738600
2021-09-14,448.119995,448.339996,443.220001,444.170013,429.392151,78197100
2021-09-15,444.619995,448.410004,443.440002,447.880005,432.978668,78792200
2021-09-16,447.320007,448.359985,444.019989,447.170013,432.292328,77786700
2021-09-17,444.920013,445.369995,441.019989,441.399994,428.081299,118425000
2021-09-20,434.880005,436.559998,428.859985,434.040009,420.943359,166445500
2021-09-21,436.529999,437.910004,433.070007,433.630005,420.545776,92526100
2021-09-22,436.049988,440.029999,433.750000,437.859985,424.648102,102350100
2021-09-23,439.850006,444.890015,439.600006,443.179993,429.807648,76396000
2021-09-24,441.440002,444.670013,441.209991,443.910004,430.515594,62094800
2021-09-27,442.809998,444.049988,441.899994,442.640015,429.283936,61371100
2021-09-28,439.690002,440.040009,432.940002,433.720001,420.633118,130436300
2021-09-29,435.190002,437.040009,433.850006,434.450012,421.341003,82329200
2021-09-30,436.019989,436.769989,428.779999,429.140015,416.191223,140506000
2021-10-01,430.980011,436.029999,427.230011,434.239990,421.137390,129240100
2021-10-04,433.000000,433.959991,426.359985,428.640015,415.706390,128570000
2021-10-05,430.239990,435.489990,429.390015,433.100006,420.031769,90682500
2021-10-06,429.269989,435.119995,427.540009,434.899994,421.777435,113032200
2021-10-07,438.390015,441.679993,438.200012,438.660004,425.423981,72437500
2021-10-08,439.480011,439.890015,437.190002,437.859985,424.648102,74557400
2021-10-11,437.160004,440.260010,434.619995,434.690002,421.573792,65233300
2021-10-12,435.670013,436.100006,432.779999,433.619995,420.536072,71181200
2021-10-13,434.709991,436.049988,431.540009,435.179993,422.049011,72974000
2021-10-14,439.079987,442.660004,438.579987,442.500000,429.148102,70236800
2021-10-15,444.750000,446.260010,444.089996,445.869995,432.416412,66260200
2021-10-18,443.970001,447.549988,443.269989,447.190002,433.696594,62213200
2021-10-19,448.920013,450.709991,448.269989,450.640015,437.042511,46996800
2021-10-20,451.130005,452.730011,451.010010,452.410004,438.759094,49571600
2021-10-21,451.769989,453.829987,451.309998,453.589996,439.903503,41305400
2021-10-22,453.130005,454.670013,451.049988,453.119995,439.447662,58845100
2021-10-25,454.279999,455.899994,452.390015,455.549988,441.804352,45214500
2021-10-26,457.200012,458.489990,455.559998,455.959991,442.201935,56075100
2021-10-27,456.450012,457.160004,453.859985,453.940002,440.242920,72438000
2021-10-28,455.459991,458.399994,455.450012,458.320007,444.490814,51437900
2021-10-29,455.869995,459.559998,455.559998,459.250000,445.392731,70162400
2021-11-01,460.299988,460.700012,458.200012,460.040009,446.158905,48433600
2021-11-02,460.220001,462.230011,460.079987,461.899994,447.962799,48908400
2021-11-03,461.299988,465.149994,460.829987,464.720001,450.697693,52509800
2021-11-04,465.359985,467.000000,464.989990,466.910004,452.821564,52847100
2021-11-05,469.279999,470.649994,466.920013,468.529999,454.392670,66390600
2021-11-08,469.700012,470.230011,468.200012,468.929993,454.780609,50405200
2021-11-09,469.320007,469.570007,465.880005,467.380005,453.277405,51149100
2021-11-10,465.579987,467.380005,462.040009,463.619995,449.630859,69429700
2021-11-11,465.209991,465.290009,463.750000,463.769989,449.776306,34848500
2021-11-12,465.119995,467.859985,464.109985,467.269989,453.170715,53466700
2021-11-15,468.640015,468.809998,466.230011,467.429993,453.325928,46980500
2021-11-16,467.149994,470.489990,467.070007,469.279999,455.120117,48857500
2021-11-17,469.000000,469.190002,467.480011,468.140015,454.014465,47858300
2021-11-18,469.239990,470.010010,466.339996,469.730011,455.556519,50625600
2021-11-19,469.609985,470.940002,468.500000,468.890015,454.741882,57315600
2021-11-22,470.890015,473.540009,467.350006,467.570007,453.461670,72762000
2021-11-23,467.220001,469.100006,464.450012,468.190002,454.063019,73206500
2021-11-24,466.059998,469.570007,465.190002,469.440002,455.275269,61858800
2021-11-26,462.339996,463.899994,457.769989,458.970001,445.121185,112669600
2021-11-29,464.070007,466.559998,461.730011,464.600006,450.581329,86268800
2021-11-30,462.000000,464.029999,455.299988,455.559998,441.814026,148559600
2021-12-01,461.640015,464.670013,450.290009,450.500000,436.906738,131939200
2021-12-02,450.730011,459.070007,450.309998,457.399994,443.598480,127637800
2021-12-03,459.170013,460.299988,448.920013,453.420013,439.738647,137331600
2021-12-06,456.130005,460.790009,453.559998,458.790009,444.946594,98977500
2021-12-07,464.410004,468.880005,458.649994,468.279999,454.150299,95484700
2021-12-08,468.700012,470.000000,466.829987,469.519989,455.352844,72238800
2021-12-09,468.149994,469.630005,466.140015,466.350006,452.278534,61272600
2021-12-10,469.230011,470.899994,466.510010,470.739990,456.536072,77159800
2021-12-13,470.190002,470.559998,466.269989,466.570007,452.491852,87724700
2021-12-14,463.089996,465.739990,460.250000,463.359985,449.378693,97264100
2021-12-15,463.420013,470.859985,460.739990,470.600006,456.400238,116899300
2021-12-16,472.570007,472.869995,464.799988,466.450012,452.375488,116568600
2021-12-17,461.549988,464.739990,458.059998,459.869995,447.560913,135511600
2021-12-20,454.480011,455.399994,451.140015,454.980011,442.801819,107134800
2021-12-21,458.609985,463.209991,456.309998,463.059998,450.665497,69806300
2021-12-22,462.790009,467.809998,462.579987,467.690002,455.171570,58890200
2021-12-23,468.750000,472.190002,468.640015,470.600006,458.003693,56439700
2021-12-27,472.059998,477.309998,472.010010,477.260010,464.485474,56808600
2021-12-28,477.720001,478.809998,476.059998,476.869995,464.105865,47274600
2021-12-29,476.980011,478.559998,475.920013,477.480011,464.699554,54503000
2021-12-30,477.929993,479.000000,475.670013,476.160004,463.414856,55329000
2021-12-31,475.640015,476.859985,474.670013,474.959991,462.246979,65237400
2022-01-03,476.299988,477.850006,473.850006,477.709991,464.923401,72668200
2022-01-04,479.220001,479.980011,475.579987,477.549988,464.767670,71178700
2022-01-05,477.160004,477.980011,468.279999,468.380005,455.843140,104538900
2022-01-06,467.890015,470.820007,465.429993,467.940002,455.414886,86858900
2022-01-07,467.950012,469.200012,464.649994,466.089996,453.614380,85111600
2022-01-10,462.700012,465.739990,456.600006,465.510010,453.049957,119362000
2022-01-11,465.230011,469.850006,462.049988,469.750000,457.176483,74303100
2022-01-12,471.589996,473.200012,468.940002,471.019989,458.412445,67605400
2022-01-13,472.190002,472.880005,463.440002,464.529999,452.096161,91173100
2022-01-14,461.190002,465.089996,459.899994,464.720001,452.281097,95890900
2022-01-18,459.739990,459.959991,455.309998,456.489990,444.271362,109709100
2022-01-19,458.130005,459.609985,451.459991,451.750000,439.658234,109357600
2022-01-20,453.750000,458.739990,444.500000,446.750000,434.792084,122379700
2022-01-21,445.559998,448.059998,437.950012,437.980011,426.256805,202271200
2022-01-24,432.029999,440.380005,420.760010,439.839996,428.067017,251783900
2022-01-25,433.059998,439.720001,427.149994,434.470001,422.840759,167997300
2022-01-26,440.720001,444.040009,428.859985,433.380005,421.779938,186391100
2022-01-27,438.260010,441.589996,429.450012,431.239990,419.697235,149878300
2022-01-28,432.679993,442.000000,427.820007,441.950012,430.120575,164457400
2022-01-31,441.239990,450.279999,439.809998,449.910004,437.867493,152251400
2022-02-01,450.679993,453.630005,446.940002,452.950012,440.826141,123155400
2022-02-02,455.500000,458.119995,453.049988,457.350006,445.108368,117361000
2022-02-03,450.950012,452.970001,445.709991,446.600006,434.646088,118024400
2022-02-04,446.350006,452.779999,443.829987,448.700012,436.689850,118454400
